"S.No","Plot No","Accession","Replication","Population","trait","value","timestamp","person","location","number","device_name"
"606","250152","PI 655984","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250152_LeafPhotoA_2025-10-01%2013_41_25.247-05_00.jpg","2025-10-01 13:41:26.255-05:00"," ","","1","SM-A166U1"
"606","250152","PI 655984","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250152_LeafPhotoA_2025-10-01%2013_42_14.066-05_00.jpg","2025-10-01 13:42:14.905-05:00"," ","","2","SM-A166U1"
"606","250152","PI 655984","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250152_LeafPhotoA_2025-10-01%2013_42_50.775-05_00.jpg","2025-10-01 13:42:51.629-05:00"," ","","3","SM-A166U1"
"716","250153","PI 659753","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250153_LeafPhotoA_2025-10-01%2013_43_44.853-05_00.jpg","2025-10-01 13:43:45.699-05:00"," ","","1","SM-A166U1"
"716","250153","PI 659753","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250153_LeafPhotoA_2025-10-01%2013_43_59.805-05_00.jpg","2025-10-01 13:44:00.700-05:00"," ","","2","SM-A166U1"
"716","250153","PI 659753","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250153_LeafPhotoA_2025-10-01%2013_44_12.086-05_00.jpg","2025-10-01 13:44:13.082-05:00"," ","","3","SM-A166U1"
"253","250154","PI 533902","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250154_LeafPhotoA_2025-10-01%2013_44_52.740-05_00.jpg","2025-10-01 13:44:53.689-05:00"," ","","1","SM-A166U1"
"253","250154","PI 533902","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250154_LeafPhotoA_2025-10-01%2013_45_06.736-05_00.jpg","2025-10-01 13:45:07.600-05:00"," ","","2","SM-A166U1"
"253","250154","PI 533902","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250154_LeafPhotoA_2025-10-01%2013_45_20.123-05_00.jpg","2025-10-01 13:45:20.968-05:00"," ","","3","SM-A166U1"
"344","250155","PI 548797","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250155_LeafPhotoA_2025-10-01%2013_45_54.578-05_00.jpg","2025-10-01 13:45:55.460-05:00"," ","","1","SM-A166U1"
"344","250155","PI 548797","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250155_LeafPhotoA_2025-10-01%2013_46_15.608-05_00.jpg","2025-10-01 13:46:16.397-05:00"," ","","2","SM-A166U1"
"344","250155","PI 548797","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250155_LeafPhotoA_2025-10-01%2013_46_34.818-05_00.jpg","2025-10-01 13:46:35.653-05:00"," ","","3","SM-A166U1"
"653","250156","PI 656041","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250156_LeafPhotoA_2025-10-01%2013_47_07.269-05_00.jpg","2025-10-01 13:47:08.277-05:00"," ","","1","SM-A166U1"
"653","250156","PI 656041","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250156_LeafPhotoA_2025-10-01%2013_47_25.666-05_00.jpg","2025-10-01 13:47:26.565-05:00"," ","","2","SM-A166U1"
"653","250156","PI 656041","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250156_LeafPhotoA_2025-10-01%2013_47_43.090-05_00.jpg","2025-10-01 13:47:44.019-05:00"," ","","3","SM-A166U1"
"277","250157","PI 533964","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250157_LeafPhotoA_2025-10-01%2013_48_35.087-05_00.jpg","2025-10-01 13:48:35.992-05:00"," ","","1","SM-A166U1"
"277","250157","PI 533964","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250157_LeafPhotoA_2025-10-01%2013_48_51.894-05_00.jpg","2025-10-01 13:48:52.730-05:00"," ","","2","SM-A166U1"
"277","250157","PI 533964","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250157_LeafPhotoA_2025-10-01%2013_49_04.214-05_00.jpg","2025-10-01 13:49:05.065-05:00"," ","","3","SM-A166U1"
"464","250158","PI 576339","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250158_LeafPhotoA_2025-10-01%2013_50_04.623-05_00.jpg","2025-10-01 13:50:05.484-05:00"," ","","1","SM-A166U1"
"464","250158","PI 576339","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250158_LeafPhotoA_2025-10-01%2013_50_19.407-05_00.jpg","2025-10-01 13:50:20.271-05:00"," ","","2","SM-A166U1"
"464","250158","PI 576339","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250158_LeafPhotoA_2025-10-01%2013_50_35.627-05_00.jpg","2025-10-01 13:50:36.449-05:00"," ","","3","SM-A166U1"
"233","250159","PI 533833","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250159_LeafPhotoA_2025-10-01%2013_51_26.763-05_00.jpg","2025-10-01 13:51:27.798-05:00"," ","","1","SM-A166U1"
"233","250159","PI 533833","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250159_LeafPhotoA_2025-10-01%2013_51_39.061-05_00.jpg","2025-10-01 13:51:39.957-05:00"," ","","2","SM-A166U1"
"233","250159","PI 533833","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250159_LeafPhotoA_2025-10-01%2013_51_51.141-05_00.jpg","2025-10-01 13:51:52.055-05:00"," ","","3","SM-A166U1"
"635","250160","PI 656017","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250160_LeafPhotoA_2025-10-01%2013_52_18.084-05_00.jpg","2025-10-01 13:52:18.907-05:00"," ","","1","SM-A166U1"
"635","250160","PI 656017","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250160_LeafPhotoA_2025-10-01%2013_52_38.325-05_00.jpg","2025-10-01 13:52:39.181-05:00"," ","","2","SM-A166U1"
"635","250160","PI 656017","Rep 1","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250160_LeafPhotoA_2025-10-01%2013_52_59.366-05_00.jpg","2025-10-01 13:53:00.252-05:00"," ","","3","SM-A166U1"
"539","250348","PI 597966","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250348_LeafPhotoA_2025-10-01%2014_06_48.409-05_00.jpg","2025-10-01 14:06:49.819-05:00"," ","","1","SM-A166U1"
"539","250348","PI 597966","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250348_LeafPhotoA_2025-10-01%2014_07_03.627-05_00.jpg","2025-10-01 14:07:04.461-05:00"," ","","2","SM-A166U1"
"539","250348","PI 597966","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250348_LeafPhotoA_2025-10-01%2014_07_12.832-05_00.jpg","2025-10-01 14:07:13.607-05:00"," ","","3","SM-A166U1"
"530","250349","PI 597951","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250349_LeafPhotoA_2025-10-01%2014_07_51.518-05_00.jpg","2025-10-01 14:07:52.566-05:00"," ","","1","SM-A166U1"
"530","250349","PI 597951","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250349_LeafPhotoA_2025-10-01%2014_08_11.067-05_00.jpg","2025-10-01 14:08:12.039-05:00"," ","","2","SM-A166U1"
"530","250349","PI 597951","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250349_LeafPhotoA_2025-10-01%2014_08_27.027-05_00.jpg","2025-10-01 14:08:27.941-05:00"," ","","3","SM-A166U1"
"530","250349","PI 597951","Rep 2","SAP","LeafPhotoNotesA","almost matured ","2025-10-01 14:08:46.062-05:00"," ","","1","SM-A166U1"
"493","250350","PI 576428","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250350_LeafPhotoA_2025-10-01%2014_09_19.865-05_00.jpg","2025-10-01 14:09:20.974-05:00"," ","","1","SM-A166U1"
"493","250350","PI 576428","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250350_LeafPhotoA_2025-10-01%2014_09_30.491-05_00.jpg","2025-10-01 14:09:31.592-05:00"," ","","2","SM-A166U1"
"493","250350","PI 576428","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250350_LeafPhotoA_2025-10-01%2014_09_44.822-05_00.jpg","2025-10-01 14:09:45.957-05:00"," ","","3","SM-A166U1"
"638","250351","PI 656021","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250351_LeafPhotoA_2025-10-01%2014_10_30.423-05_00.jpg","2025-10-01 14:10:31.542-05:00"," ","","1","SM-A166U1"
"638","250351","PI 656021","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250351_LeafPhotoA_2025-10-01%2014_10_41.198-05_00.jpg","2025-10-01 14:10:42.195-05:00"," ","","2","SM-A166U1"
"638","250351","PI 656021","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250351_LeafPhotoA_2025-10-01%2014_10_56.344-05_00.jpg","2025-10-01 14:10:57.327-05:00"," ","","3","SM-A166U1"
"577","250352","PI 642992","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250352_LeafPhotoA_2025-10-01%2014_11_38.306-05_00.jpg","2025-10-01 14:11:39.224-05:00"," ","","1","SM-A166U1"
"577","250352","PI 642992","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250352_LeafPhotoA_2025-10-01%2014_11_53.799-05_00.jpg","2025-10-01 14:11:54.713-05:00"," ","","2","SM-A166U1"
"577","250352","PI 642992","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250352_LeafPhotoA_2025-10-01%2014_12_07.671-05_00.jpg","2025-10-01 14:12:08.708-05:00"," ","","3","SM-A166U1"
"282","250353","PI 533976","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250353_LeafPhotoA_2025-10-01%2014_12_37.114-05_00.jpg","2025-10-01 14:12:38.202-05:00"," ","","1","SM-A166U1"
"282","250353","PI 533976","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250353_LeafPhotoA_2025-10-01%2014_12_53.972-05_00.jpg","2025-10-01 14:12:54.951-05:00"," ","","2","SM-A166U1"
"282","250353","PI 533976","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250353_LeafPhotoA_2025-10-01%2014_13_07.213-05_00.jpg","2025-10-01 14:13:08.188-05:00"," ","","3","SM-A166U1"
"319","250354","PI 534127","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250354_LeafPhotoA_2025-10-01%2014_13_39.223-05_00.jpg","2025-10-01 14:13:40.322-05:00"," ","","1","SM-A166U1"
"319","250354","PI 534127","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250354_LeafPhotoA_2025-10-01%2014_13_55.547-05_00.jpg","2025-10-01 14:13:56.683-05:00"," ","","2","SM-A166U1"
"319","250354","PI 534127","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250354_LeafPhotoA_2025-10-01%2014_14_09.134-05_00.jpg","2025-10-01 14:14:10.069-05:00"," ","","3","SM-A166U1"
"572","250355","PI 641874","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250355_LeafPhotoA_2025-10-01%2014_14_40.074-05_00.jpg","2025-10-01 14:14:41.031-05:00"," ","","1","SM-A166U1"
"572","250355","PI 641874","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250355_LeafPhotoA_2025-10-01%2014_14_52.129-05_00.jpg","2025-10-01 14:14:53.122-05:00"," ","","2","SM-A166U1"
"572","250355","PI 641874","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250355_LeafPhotoA_2025-10-01%2014_15_07.411-05_00.jpg","2025-10-01 14:15:08.465-05:00"," ","","3","SM-A166U1"
"269","250356","PI 533948","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250356_LeafPhotoA_2025-10-01%2014_16_04.296-05_00.jpg","2025-10-01 14:16:05.245-05:00"," ","","1","SM-A166U1"
"269","250356","PI 533948","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250356_LeafPhotoA_2025-10-01%2014_16_17.500-05_00.jpg","2025-10-01 14:16:18.469-05:00"," ","","2","SM-A166U1"
"269","250356","PI 533948","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250356_LeafPhotoA_2025-10-01%2014_16_30.526-05_00.jpg","2025-10-01 14:16:31.626-05:00"," ","","3","SM-A166U1"
"258","250357","PI 533913","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250357_LeafPhotoA_2025-10-01%2014_17_04.324-05_00.jpg","2025-10-01 14:17:05.302-05:00"," ","","1","SM-A166U1"
"258","250357","PI 533913","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250357_LeafPhotoA_2025-10-01%2014_17_23.061-05_00.jpg","2025-10-01 14:17:24.024-05:00"," ","","2","SM-A166U1"
"258","250357","PI 533913","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250357_LeafPhotoA_2025-10-01%2014_17_39.728-05_00.jpg","2025-10-01 14:17:40.696-05:00"," ","","3","SM-A166U1"
"543","250358","PI 597972","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250358_LeafPhotoA_2025-10-01%2014_18_06.978-05_00.jpg","2025-10-01 14:18:08.038-05:00"," ","","1","SM-A166U1"
"543","250358","PI 597972","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250358_LeafPhotoA_2025-10-01%2014_18_23.494-05_00.jpg","2025-10-01 14:18:24.633-05:00"," ","","2","SM-A166U1"
"543","250358","PI 597972","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250358_LeafPhotoA_2025-10-01%2014_18_35.516-05_00.jpg","2025-10-01 14:18:36.465-05:00"," ","","3","SM-A166U1"
"611","250359","PI 655990","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250359_LeafPhotoA_2025-10-01%2014_19_02.149-05_00.jpg","2025-10-01 14:19:03.130-05:00"," ","","1","SM-A166U1"
"611","250359","PI 655990","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250359_LeafPhotoA_2025-10-01%2014_19_20.771-05_00.jpg","2025-10-01 14:19:21.724-05:00"," ","","2","SM-A166U1"
"611","250359","PI 655990","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250359_LeafPhotoA_2025-10-01%2014_19_32.462-05_00.jpg","2025-10-01 14:19:33.441-05:00"," ","","3","SM-A166U1"
"611","250359","PI 655990","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250359_LeafPhotoA_2025-10-01%2014_19_46.565-05_00.jpg","2025-10-01 14:19:47.567-05:00"," ","","4","SM-A166U1"
"611","250359","PI 655990","Rep 2","SAP","LeafPhotoNotesA","High aphid infestation ","2025-10-01 14:20:35.628-05:00"," ","","1","SM-A166U1"
"464","250360","PI 576339","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250360_LeafPhotoA_2025-10-01%2014_21_15.089-05_00.jpg","2025-10-01 14:21:16.735-05:00"," ","","1","SM-A166U1"
"464","250360","PI 576339","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250360_LeafPhotoA_2025-10-01%2014_21_29.779-05_00.jpg","2025-10-01 14:21:30.872-05:00"," ","","2","SM-A166U1"
"464","250360","PI 576339","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250360_LeafPhotoA_2025-10-01%2014_21_42.208-05_00.jpg","2025-10-01 14:21:43.276-05:00"," ","","3","SM-A166U1"
"600","250361","PI 655977","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250361_LeafPhotoA_2025-10-01%2014_22_15.777-05_00.jpg","2025-10-01 14:22:16.840-05:00"," ","","1","SM-A166U1"
"600","250361","PI 655977","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250361_LeafPhotoA_2025-10-01%2014_22_32.699-05_00.jpg","2025-10-01 14:22:33.740-05:00"," ","","2","SM-A166U1"
"600","250361","PI 655977","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250361_LeafPhotoA_2025-10-01%2014_22_45.596-05_00.jpg","2025-10-01 14:22:46.659-05:00"," ","","3","SM-A166U1"
"649","250362","PI 656036","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250362_LeafPhotoA_2025-10-01%2014_23_11.594-05_00.jpg","2025-10-01 14:23:12.795-05:00"," ","","1","SM-A166U1"
"649","250362","PI 656036","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250362_LeafPhotoA_2025-10-01%2014_23_25.803-05_00.jpg","2025-10-01 14:23:26.756-05:00"," ","","2","SM-A166U1"
"649","250362","PI 656036","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250362_LeafPhotoA_2025-10-01%2014_23_37.378-05_00.jpg","2025-10-01 14:23:38.489-05:00"," ","","3","SM-A166U1"
"286","250363","PI 533986","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250363_LeafPhotoA_2025-10-01%2014_24_24.079-05_00.jpg","2025-10-01 14:24:25.077-05:00"," ","","1","SM-A166U1"
"286","250363","PI 533986","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250363_LeafPhotoA_2025-10-01%2014_24_37.526-05_00.jpg","2025-10-01 14:24:38.708-05:00"," ","","2","SM-A166U1"
"286","250363","PI 533986","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250363_LeafPhotoA_2025-10-01%2014_24_51.900-05_00.jpg","2025-10-01 14:24:52.955-05:00"," ","","3","SM-A166U1"
"491","250364","PI 576426","Rep 2","SAP","LeafPhotoA","content://com.android.externalstorage.documents/tree/primary%3AField%20Book/document/primary%3AField%20Book%2Fplot_data%2FFVSU_SAP_BAP%2FLeafPhotoA%2F250364_LeafPhotoA_2025-10-01%2014_42_27.334-05_00.jpg","2025-10-01 14:42:28.260-05:00"," ","","1","SM-A166U1"
